user_id,university_id,email,password_hash,user_type,is_active,last_login,created_at
250,SE2024040,se2024040@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-01T23:16:24.6800000,2025-05-29T23:12:38.1933333
251,SE2024041,se2024041@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-19T23:16:24.6800000,2025-05-26T23:12:38.1933333
252,SE2024042,se2024042@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-03T23:16:24.6800000,2025-01-07T23:12:38.1933333
253,SE2022043,se2022043@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-19T23:16:24.6800000,2024-12-21T23:12:38.1933333
254,SE2022044,se2022044@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-03T23:16:24.6800000,2025-06-13T23:12:38.1933333
255,SE2024045,se2024045@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-25T23:16:24.6800000,2025-10-21T23:12:38.1933333
256,SE2024046,se2024046@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-01T23:16:24.6800000,2025-07-23T23:12:38.2000000
257,SE2021047,se2021047@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-07T23:16:24.6800000,2025-09-01T23:12:38.2000000
258,SE2021048,se2021048@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-09T23:16:24.6800000,2025-03-16T23:12:38.2000000
259,SE2022049,se2022049@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-16T23:16:24.6800000,2025-09-17T23:12:38.2000000
260,SE2021050,se2021050@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-27T23:16:24.6800000,2025-07-31T23:12:38.2000000
261,SE2021051,se2021051@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-24T23:16:24.6800000,2024-12-12T23:12:38.2000000
262,SE2024052,se2024052@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-28T23:16:24.6800000,2025-01-29T23:12:38.2000000
263,SE2024053,se2024053@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-16T23:16:24.6800000,2025-11-18T23:12:38.2033333
264,SE2024054,se2024054@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-27T23:16:24.6800000,2025-02-24T23:12:38.2033333
265,SE2021055,se2021055@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-04T23:16:24.6800000,2024-12-20T23:12:38.2033333
266,SE2021056,se2021056@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-22T23:16:24.6800000,2024-12-16T23:12:38.2033333
267,SE2022057,se2022057@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-26T23:16:24.6800000,2025-08-25T23:12:38.2033333
268,SE2023058,se2023058@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-24T23:16:24.6800000,2025-06-01T23:12:38.2033333
269,SE2021059,se2021059@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-02T23:16:24.6800000,2025-09-12T23:12:38.2033333
270,SE2023060,se2023060@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-21T23:16:24.6800000,2025-02-24T23:12:38.2033333
271,SE2021061,se2021061@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-08T23:16:24.6800000,2025-04-24T23:12:38.2033333
272,SE2022062,se2022062@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,0,2025-12-01T23:16:24.6800000,2025-04-22T23:12:38.2033333
273,SE2022063,se2022063@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-29T23:16:24.6800000,2025-06-21T23:12:38.2033333
274,SE2024064,se2024064@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-18T23:16:24.6800000,2025-02-13T23:12:38.2033333
275,SE2022065,se2022065@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-19T23:16:24.6800000,2025-01-23T23:12:38.2033333
276,SE2022066,se2022066@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-23T23:16:24.6800000,2024-12-29T23:12:38.2100000
277,SE2022067,se2022067@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-10T23:16:24.6800000,2025-02-20T23:12:38.2100000
278,SE2023068,se2023068@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-27T23:16:24.6800000,2024-12-14T23:12:38.2100000
279,SE2021069,se2021069@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-22T23:16:24.6800000,2025-06-01T23:12:38.2133333
280,SE2024070,se2024070@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-21T23:16:24.6800000,2025-10-19T23:12:38.2133333
281,SE2024071,se2024071@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-05T23:16:24.6800000,2025-01-09T23:12:38.2133333
282,SE2024072,se2024072@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-17T23:16:24.6800000,2025-05-05T23:12:38.2133333
283,SE2021073,se2021073@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-14T23:16:24.6800000,2025-09-23T23:12:38.2133333
284,SE2021074,se2021074@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-22T23:16:24.6800000,2025-08-19T23:12:38.2133333
285,SE2021075,se2021075@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-27T23:16:24.6800000,2025-03-09T23:12:38.2133333
286,SE2021076,se2021076@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-08T23:16:24.6800000,2024-12-19T23:12:38.2133333
287,SE2022077,se2022077@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,0,2025-11-06T23:16:24.6800000,2025-12-03T23:12:38.2133333
288,SE2024078,se2024078@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-05T23:16:24.6800000,2025-08-19T23:12:38.2133333
289,SE2024079,se2024079@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-10T23:16:24.6800000,2025-10-02T23:12:38.2166667
290,SE2021080,se2021080@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-25T23:16:24.6800000,2025-07-27T23:12:38.2166667
291,SE2021081,se2021081@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-04T23:16:24.6800000,2025-02-11T23:12:38.2166667
292,SE2023082,se2023082@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-02T23:16:24.6800000,2025-06-30T23:12:38.2166667
293,SE2024083,se2024083@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-24T23:16:24.6800000,2025-07-07T23:12:38.2166667
294,SE2022084,se2022084@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-23T23:16:24.6800000,2025-01-03T23:12:38.2166667
295,SE2023085,se2023085@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,0,2025-11-13T23:16:24.6800000,2025-12-02T23:12:38.2200000
296,SE2022086,se2022086@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-28T23:16:24.6800000,2025-11-06T23:12:38.2233333
297,SE2021087,se2021087@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-12T23:16:24.6800000,2025-10-14T23:12:38.2233333
298,SE2022088,se2022088@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-12T23:16:24.6800000,2025-03-30T23:12:38.2233333
299,SE2023089,se2023089@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-11-15T23:16:24.6800000,2025-05-03T23:12:38.2233333
300,SE2022090,se2022090@university.edu,$2a$12$EixZaYVK1fsbw1ZfbX3OXePaWxn96p36WQoeG6Lruj3vjPGga31lW,student,1,2025-12-04T23:16:24.6800000,2025-08-26T23:12:38.2233333
